date,type,status,model,oblast,lat,lon
2024-01-20,Tanks,Destroyed,T-72B3 Obr. 2022,"Andriivka, Bakhmut raion",48.502829,37.983363
2024-01-20,Infantry fighting vehicles,Destroyed,BMP-2(K),"Pokrovsk raion, Donetsk oblast",,
2024-01-20,Infantry fighting vehicles,Destroyed,BMP-2(K),"Urozhaine, Volnovakha raion",,
2024-01-20,Self-propelled artillery,Damaged,152mm 2S5 'Giatsint-S',"Yevhenivka, Volnovakha raion",47.64257,37.10846
2024-01-20,Transport,Damaged,UAZ-23632-148-64 armed pickup truck,"Donetsk, Donetsk raion",48.08591,37.78489
2024-01-20,Transport,Damaged,Ural-4320,Luhansk oblast,,
2024-01-20,Infantry fighting vehicles,Destroyed,BMP-3 688A-sb6-2KP,"Terny, Kramatorsk raion",49.084162,38.053053
2024-01-20,Infantry fighting vehicles,Destroyed,BMP-2 675-sb3KDZ,"Terny, Kramatorsk raion",49.084164,38.053219
2024-01-20,Tanks,Abandoned,T-72*,"Terny, Kramatorsk raion",49.083754,38.053021
2024-01-20,Self-propelled artillery,Destroyed,122mm 2S1 'Gvozdika',Donetsk oblast,,
2024-01-21,Tanks,Destroyed,Unknown T-72 Obr. 2022,"Terny, Kramatorsk raion",49.07829,38.0252
2024-01-21,Tanks,Destroyed,T-80BVM,"Terny, Kramatorsk raion",49.07823,38.02515
2024-01-21,Infantry fighting vehicles,Destroyed,BMP-2 675-sb3KDZ,"Terny, Kramatorsk raion",49.07835,38.02522
2024-01-21,Infantry fighting vehicles,Destroyed,BMP-2 675-sb3KDZ,"Terny, Kramatorsk raion",49.0847216,38.02745894
2024-01-21,Infantry fighting vehicles,Destroyed,BMP-3 688A-sb6-2KP,"Terny, Kramatorsk raion",49.08468354,38.02737012
2024-01-21,Infantry fighting vehicles,Destroyed,BMP-2(K),"Terny, Kramatorsk raion",49.07763,38.01841
2024-01-21,Tanks,Abandoned,Unknown T-72 Obr. 2022,"Terny, Kramatorsk raion",49.07757,38.01827
2024-01-21,Infantry fighting vehicles,Abandoned,BMP-2 675-sb3KDZ,"Terny, Kramatorsk raion",49.07768,38.0179
2024-01-21,Infantry fighting vehicles,Destroyed,BTR-82AT,"Terny, Kramatorsk raion",49.07721,38.02223
2024-01-21,Tanks,Abandoned,T-80BV Obr. 2022,"Terny, Kramatorsk raion",49.0774,38.02314
2024-01-21,Tanks,Damaged,Unknown T-72 Obr. 2022,"Terny, Kramatorsk raion",49.07709,38.02421
2024-01-21,Infantry fighting vehicles,Abandoned,BMP-3 688A-sb6-2KP,"Terny, Kramatorsk raion",49.07702,38.02452
2024-01-21,Infantry fighting vehicles,Destroyed,BMP-2 675-sb3KDZ,"Terny, Kramatorsk raion",49.07705,38.02439
2024-01-21,Infantry fighting vehicles,Destroyed,BTR-82AT,"Terny, Kramatorsk raion",49.07711,38.02444
2024-01-21,Tanks,Abandoned,T-72B Obr. 2022,"Terny, Kramatorsk raion",49.07731,38.02445
2024-01-21,Infantry fighting vehicles,Destroyed,BMP-2(K),"Terny, Kramatorsk raion",49.077667,38.025972
2024-01-21,Infantry fighting vehicles,Destroyed,BMP-2 675-sb3KDZ,"Terny, Kramatorsk raion",49.077667,38.025972
2024-01-21,Tanks,Destroyed,T-80U,"Mala Komyshuvakha, Izium raion",49.101222,37.220139
2024-01-21,Tanks,Destroyed,T-72B Obr. 2022,"Vodiane, Pokrovsk raion",48.110933,37.695102
2024-01-21,Infantry fighting vehicles,Damaged,BMP-2(K),"Avdiivka, Pokrovsk raion",48.112139,37.773528
2024-01-21,Tanks,Destroyed,Unknown T-80 Obr. 2022,"Avdiivka, Pokrovsk raion",48.109551,37.774579
2024-01-21,Tanks,Destroyed,T-72*,"Avdiivka, Pokrovsk raion",48.10942,37.77442
2024-01-21,Infantry mobility vehicles,Destroyed,KamAZ-53949 'Typhoon-K',,,
2024-01-21,Tanks,Damaged,T-62MV Obr. 2022,,,
2024-01-21,Tanks,Destroyed,T-90M 'Proryv',"Oleshky, Kherson raion",46.604539,32.752672
2024-01-21,"Ambulances, medical vehicles",Damaged,ZSA-Т armoured ambulance,"Dibrova, Siverskodonetsk raion",49.024782,38.081437
2024-01-21,Infantry fighting vehicles,Destroyed,MT-LB(V),"Solodke, Volnovakha raion",,
2024-01-21,Engineering,Destroyed,BTS-4(A) armoured recovery vehicle,"Makiivka, Donetsk raion",48.08682,37.88336
2024-01-22,Tanks,Damaged,Unknown tank,"Avdiivka, Pokrovsk raion",48.103721,37.777433
2024-01-22,Infantry fighting vehicles,Destroyed,BMP-1(P),"Avdiivka, Pokrovsk raion",48.103814,37.777413
2024-01-22,Infantry fighting vehicles,Destroyed,BMP-2(K),"Bilohorivka, Siverskodonetsk raion",48.94721,38.243649
2024-01-22,Infantry fighting vehicles,Destroyed,BMD-4M,"Krynky, Kherson raion",46.723794,33.069843
2024-01-22,Infantry fighting vehicles,Destroyed,BMD-4M,"Krynky, Kherson raion",46.724335,33.069845
2024-01-22,Infantry fighting vehicles,Destroyed,BMP-1(P),"Mykilske, Volnovakha raion",47.773269,37.305703
2024-01-22,Infantry fighting vehicles,Damaged,BMP-1 or -2,"Bilohorivka, Siverskodonetsk raion",48.952861,38.241417
2024-01-22,Infantry fighting vehicles,Destroyed,BMP-1(P),"Bilohorivka, Siverskodonetsk raion",48.954667,38.242194
2024-01-22,Tanks,Destroyed,T-80BVM Obr. 2022,"Krokhmalne, Kupiansk raion",49.55987,37.93585
2024-01-22,Infantry fighting vehicles,Destroyed,BTR-82AT,"Krynky, Kherson raion",46.71993,33.06896
2024-01-22,"Radars, jammers",Destroyed,1K148 'Yastreb-AV' counter-battery radar,"Yenakiieve, Horlivka raion",48.180321,38.212824
2024-01-22,Infantry fighting vehicles,Destroyed,MT-LB(V),"Dibrova, Siverskodonetsk raion",49.030306,38.091639
2024-01-22,"Radars, jammers",Destroyed,9S36M fire control radar (for 9K317M 'Buk-M3'),"Novooleksandrivka, Siverskodonetsk raion",48.621306,38.45425
2024-01-22,Tanks,Destroyed,T-72B3,"Novomykhailivka, Pokrovsk raion",47.8792,37.52173
2024-01-22,Tanks,Destroyed,T-80BV,"Novomykhailivka, Pokrovsk raion",47.8792,37.52173
2024-01-23,Tanks,Destroyed,T-72B3 Obr. 2016,"Yasnohorivka (Krasnohorivka), Pokrovsk raion",48.20971,37.73801
2024-01-23,Anti-aircraft systems,Destroyed,9A316 TEL (for 9K317 'Buk-M2'),"Horlivka raion, Donetsk oblast",,
2024-01-23,Anti-aircraft systems,Destroyed,Ural-4320 with S-60 AA gun,"Soledar, Bakhmut raion",48.702139,38.072944
2024-01-23,Towed artillery,Destroyed,152mm 52-P-546 D-20 gun-howitzer,Kherson oblast,,
2024-01-23,Infantry fighting vehicles,Destroyed,BMP-2(K),"Volodyne, Volnovakha raion",47.7036,36.7455
2024-01-23,Self-propelled artillery,Destroyed,152mm 2S19 'Msta-S',"Donetsk, Donetsk raion",47.962304,37.572486
2024-01-24,Infantry fighting vehicles,Destroyed,BMP-2(K),"Tabaivka, Kupiansk raion",49.61143,37.923752
2024-01-24,Self-propelled artillery,Destroyed,152mm 2S19 'Msta-S',"Kupiansk raion, Kharkiv oblast",,
2024-01-24,Airplanes,Destroyed,Il-76 transport aircraft,"Krivoi, Korocha raion",50.892977,37.339289
2024-01-24,Rocket and missile artillery,Destroyed,220mm BM-1 (for TOS-1A 'Solntsepek'),"Krynky, Kherson raion",,
2024-01-24,Transport,Destroyed,Ural-4320,Donetsk oblast,,
2024-01-24,Tanks,Destroyed,T-72B3,,,
2024-01-24,Transport,Destroyed,GAZ-3308 'Sadko',"Krynky, Kherson raion",46.699351,33.122964
2024-01-24,Infantry fighting vehicles,Destroyed,BMP-2M 'Berezhok',"Verbove, Polohy raion",47.409549,35.916391
2024-01-24,Rocket and missile artillery,Destroyed,122mm 2B17M BM-21-1 (for 9K51M 'Tornado-G'),Kherson oblast,,
2024-01-24,Transport,Damaged,GAZ-3308 'Sadko',"Bakhmut raion, Donetsk oblast",,
2024-01-24,Infantry fighting vehicles,Destroyed,MT-LB(V),"Zavitne Bazhannia, Volnovakha raion",47.7275,36.8019
2024-01-25,Infantry fighting vehicles,Destroyed,BMP-1(P),"Avdiivske (Pervomaiske), Pokrovsk raion",48.062323,37.614586
2024-01-25,Infantry fighting vehicles,Destroyed,BMP-1(P),"Volnovakha raion, Donetsk oblast",,
2024-01-25,Infantry fighting vehicles,Destroyed,BMP-1(P),"Novodonetske, Volnovakha raion",47.751447,36.957378
2024-01-25,Transport,Damaged,Ural-4320,"Volnovakha raion, Donetsk oblast",,
2024-01-25,Infantry fighting vehicles,Damaged,MT-LB(V),"Pivnichne (Sieverne), Pokrovsk raion",48.113913,37.677697
2024-01-25,Infantry fighting vehicles,Damaged,MT-LB(V),"Pivnichne (Sieverne), Pokrovsk raion",48.11415,37.67781
2024-01-25,Infantry fighting vehicles,Destroyed,BMP-1(P),"Verkhnotoretske, Pokrovsk raion",48.217694,37.87175
2024-01-25,Tanks,Destroyed,T-72A,"Heorhiivka, Pokrovsk raion",47.97151,37.48037
2024-01-25,Infantry fighting vehicles,Destroyed,BMP-2 675-sb3KDZ,"Heorhiivka, Pokrovsk raion",47.97169,37.48022
2024-01-25,Drones,Destroyed,'Orlan-10' reconnaissance UAV,,,
2024-01-25,Infantry fighting vehicles,Destroyed,BMP-2 675-sb3KDZ,"Yampolivka, Kramatorsk raion",49.059528,38.002222
2024-01-26,Infantry fighting vehicles,Destroyed,BMP-2(K),"Krynky, Kherson raion",46.73147,33.0833
2024-01-26,Infantry fighting vehicles,Destroyed,BMP-1(P),"Avdiivka, Pokrovsk raion",48.17316,37.75592
2024-01-26,Tanks,Destroyed,T-80BV,"Avdiivka, Pokrovsk raion",48.174629,37.756355
2024-01-26,Infantry fighting vehicles,Destroyed,MT-LB(V),"Yasnohorivka (Krasnohorivka), Pokrovsk raion",48.21054,37.728457
2024-01-26,Infantry fighting vehicles,Destroyed,MT-LB(V),"Dibrova, Siverskodonetsk raion",48.99311,38.10361
2024-01-26,Infantry fighting vehicles,Destroyed,BTR-82A(M),"Novokalynove, Pokrovsk raion",48.224128,37.670661
2024-01-26,Infantry fighting vehicles,Destroyed,MT-LB(V),"Avdiivka, Pokrovsk raion",48.110608,37.7742
2024-01-26,Self-propelled artillery,Destroyed,122mm 2S1 'Gvozdika',Zaporizhzhia oblast,,
2024-01-26,Infantry fighting vehicles,Destroyed,BMP-2(K),"Ploshchanka, Svatove raion",49.2157,38.05939
2024-01-26,Engineering,Destroyed,EOV-3523 (KamAZ 6x6) excavator,"Krynky, Kherson raion",,
2024-01-26,Rocket and missile artillery,Destroyed,220mm 9P140 BM-27 (for 9K57 'Uragan'),Donetsk oblast,,
2024-01-26,Rocket and missile artillery,Destroyed,220mm 9P140 BM-27 (for 9K57 'Uragan'),Donetsk oblast,,
2024-01-27,Anti-aircraft systems,Destroyed,9A34M/35M TELAR (for 9K35 'Strela-10'),"Vasylivka (Ocheretyne hromada), Pokrovsk raion",48.190056,37.864806
2024-01-27,Rocket and missile artillery,Damaged,122mm 2B17 BM-21-1 (for 9K51 'Grad'),"Pishchane, Siverskodonetsk raion",49.11996,38.180242
2024-01-27,Rocket and missile artillery,Destroyed,122mm 2B17 BM-21-1 (for 9K51 'Grad'),"Travneve, Bakhmut raion",48.424694,38.095278
2024-01-27,Rocket and missile artillery,Destroyed,122mm 2B17 BM-21-1 (for 9K51 'Grad'),"Travneve, Bakhmut raion",48.424611,38.098639
2024-01-27,Transport,Destroyed,ZiL-131,Kherson oblast,,
2024-01-27,Transport,Damaged,ZiL-131,Kherson oblast,,
2024-01-27,Tanks,Destroyed,T-80BVM Obr. 2022,"Yampolivka, Kramatorsk raion",49.0545303,38.0044984
2024-01-27,Tanks,Abandoned,T-72B Obr. 2022,"Dibrova, Siverskodonetsk raion",48.99208,38.08738
2024-01-27,Engineering,Damaged,IMR-3M combat engineering vehicle,"Verkhnotoretske, Pokrovsk raion",48.225263,37.875691
2024-01-27,Infantry mobility vehicles,Destroyed,BRDM-2,,,
2024-01-27,Transport,Destroyed,Ural-4320,,,
2024-01-27,Transport,Destroyed,Ural-4320,,,
2024-01-27,Transport,Destroyed,Ural-4320,,,
2024-01-27,Infantry fighting vehicles,Destroyed,BMP-1(P),"Avdiivske (Pervomaiske), Pokrovsk raion",48.083739,37.630198
2024-01-27,Infantry fighting vehicles,Destroyed,MT-LB(V),"Solodke, Volnovakha raion",47.798306,37.469083
2024-01-27,Infantry fighting vehicles,Destroyed,BMP-1(P),"Solodke, Volnovakha raion",47.794889,37.469528
2024-01-27,Tanks,Destroyed,T-72B,"Solodke, Volnovakha raion",47.795861,37.469444
2024-01-27,Tanks,Destroyed,Unknown tank,"Solodke, Volnovakha raion",47.793333,37.468306
2024-01-27,Tanks,Destroyed,T-72B3,"Novomykhailivka, Pokrovsk raion",47.83262383,37.47988902
2024-01-27,Infantry fighting vehicles,Destroyed,MT-LBVM(K),"Novomykhailivka, Pokrovsk raion",47.83261108,37.47979303
2024-01-28,Infantry fighting vehicles,Destroyed,BMP-2(K),"Korsunka, Kakhovka raion",46.760114,33.175626
2024-01-28,Infantry fighting vehicles,Destroyed,BMP-2(K),"Avdiivka, Pokrovsk raion",48.112139,37.7735
2024-01-28,Infantry fighting vehicles,Damaged,BMP-2(K),"Oleksandrivka, Donetsk raion",47.889817,37.528848
2024-01-28,Tanks,Damaged,T-72*,"Oleksandrivka, Donetsk raion",47.889832,37.528771
2024-01-28,Tanks,Destroyed,Unknown tank,"Oleksandrivka, Donetsk raion",47.890449,37.531317
2024-01-28,Transport,Destroyed,GAZ-66,"Volnovakha raion, Donetsk oblast",,
2024-01-28,Tanks,Destroyed,T-72B Obr. 2022,"Yampolivka, Kramatorsk raion",49.06930112660199,38.00468491295778
2024-01-28,Infantry fighting vehicles,Destroyed,BMP-3 688A-sb6-2KP,"Terny, Kramatorsk raion",49.08807,38.01945
2024-01-28,Infantry fighting vehicles,Destroyed,BMP-1 or -2,"Terny, Kramatorsk raion",,
2024-01-28,Infantry fighting vehicles,Destroyed,BMP-2M 675-sb3KDZ,"Yampolivka, Kramatorsk raion",49.067171,38.0019736
2024-01-28,Infantry fighting vehicles,Damaged,BMP-2(K),"Yampolivka, Kramatorsk raion",49.06658852872629,37.9991510111514
2024-01-28,Infantry fighting vehicles,Abandoned,BMP-1 or -2,"Yampolivka, Kramatorsk raion",49.0669462,38.011202
2024-01-28,Infantry fighting vehicles,Destroyed,MT-LBu,"Krokhmalne, Kupiansk raion",49.55375,37.94442
2024-01-29,Infantry fighting vehicles,Destroyed,BTR-82A(M),"Krynky, Kherson raion",46.742361,33.104889
2024-01-29,Tanks,Abandoned,T-90M 'Proryv',"Yampolivka, Kramatorsk raion",49.0607415,38.0118429
2024-01-29,Tanks,Destroyed,T-80BVM Obr. 2022,"Yampolivka, Kramatorsk raion",49.0603058,38.0109783
2024-01-29,Infantry fighting vehicles,Destroyed,BMP-1(P),"Solodke, Volnovakha raion",47.80809,37.42763
2024-01-29,Infantry fighting vehicles,Destroyed,BMP-1(P),"Pryiutne, Polohy raion",47.743472,36.658508
2024-01-29,Infantry fighting vehicles,Destroyed,BMP-1(P),"Pryiutne, Polohy raion",47.750139,36.666472
2024-01-29,Infantry fighting vehicles,Destroyed,BTR-82A(M),,,
2024-01-29,Infantry fighting vehicles,Destroyed,MT-LB(V),"Solodke, Volnovakha raion",47.80703,37.4291
2024-01-29,Tanks,Destroyed,T-80BV,"Solodke, Volnovakha raion",47.80712,37.42918
2024-01-29,Infantry fighting vehicles,Damaged,BMP-1AM 'Basurmanin',"Novodonetske, Volnovakha raion",,
2024-01-29,Infantry fighting vehicles,Damaged,BTR-82A(M),"Pishchane, Kakhovka raion",46.71336,33.15709
2024-01-29,Towed artillery,Damaged,100mm 2A29 MT-12 'Rapira' anti-tank gun,"Kozachi Laheri, Kherson raion",46.690121,33.023446
2024-01-29,Towed artillery,Damaged,100mm 2A29 MT-12 'Rapira' anti-tank gun,"Kozachi Laheri, Kherson raion",46.69014,33.023472
2024-01-29,Infantry fighting vehicles,Destroyed,BTR-82AT,"Krynky, Kherson raion",46.7296,33.07653
2024-01-29,Infantry fighting vehicles,Damaged,BTR-82A(M),"Krynky, Kherson raion",,
2024-01-29,Tanks,Destroyed,T-62M,"Topolivka, Kakhovka raion",46.682355,33.269909
2024-01-29,Tanks,Destroyed,T-62M,"Topolivka, Kakhovka raion",46.682139,33.26815
2024-01-29,Tanks,Destroyed,T-62M,"Topolivka, Kakhovka raion",46.681957,33.266762
2024-01-29,Infantry fighting vehicles,Destroyed,BMP-2 675-sb3KDZ,"Bakhmut raion, Donetsk oblast",,
2024-01-29,Transport,Destroyed,Ural-4320,Luhansk oblast,,
2024-01-29,Infantry fighting vehicles,Destroyed,BTR-82AT,"Novokalynove, Pokrovsk raion",48.228667,37.680306
2024-01-29,Infantry fighting vehicles,Destroyed,BTR-80,"Novokalynove, Pokrovsk raion",48.220349,37.687406
2024-01-29,Self-propelled artillery,Destroyed,152mm 2S19M2 'Msta-S',"Nova Kakhovka, Kakhovka raion",46.722662,33.355528
2024-01-29,Tanks,Destroyed,T-80U,Luhansk oblast,,
2024-01-29,Transport,Destroyed,Ural-4320,Luhansk oblast,,
2024-01-29,Infantry fighting vehicles,Destroyed,BMP-2(K),"Bakhmut, Bakhmut raion",48.573141,37.949071
2024-01-29,Tanks,Destroyed,T-80BV,"Serebrianka reserve, Siverskodonetsk raion",48.976367,38.175663
2024-01-29,Tanks,Destroyed,T-80BV,"Novomykhailivka, Pokrovsk raion",47.83264,37.4796
2024-01-30,Tanks,Damaged,Unknown tank,"Marinka, Pokrovsk raion",47.898361,37.508111
2024-01-30,Tanks,Destroyed,Unknown tank,"Solodke, Volnovakha raion",47.80365,37.4309
2024-01-30,Infantry fighting vehicles,Destroyed,BMP-2(K),"Solodke, Volnovakha raion",47.80359,37.43187
2024-01-30,Infantry fighting vehicles,Destroyed,MT-LB(V),"Solodke, Volnovakha raion",47.8036,37.43245
2024-01-30,Infantry fighting vehicles,Destroyed,MT-LB(V),"Solodke, Volnovakha raion",47.80367,37.43484
2024-01-30,Infantry fighting vehicles,Destroyed,MT-LB(V),"Solodke, Volnovakha raion",47.80368,37.43539
2024-01-30,Infantry fighting vehicles,Destroyed,MT-LB(V),"Solodke, Volnovakha raion",47.80532,37.43403
2024-01-30,Tanks,Abandoned,T-80BV,"Solodke, Volnovakha raion",47.80699,37.42953
2024-01-30,Infantry fighting vehicles,Destroyed,MT-LB(V),"Solodke, Volnovakha raion",47.807,37.42819
2024-01-30,Tanks,Destroyed,Unknown tank,"Solodke, Volnovakha raion",47.80535,37.44724
2024-01-30,Tanks,Destroyed,Unknown tank,"Avdiivka, Pokrovsk raion",,
2024-01-30,Self-propelled artillery,Destroyed,122mm 2S1 'Gvozdika',"Donetsk, Donetsk raion",47.977167,37.609861
2024-01-30,Infantry fighting vehicles,Destroyed,BMP-2(K),"Bakhmut raion, Donetsk oblast",,
2024-01-30,Infantry fighting vehicles,Destroyed,MT-LB(V),"Solodke, Volnovakha raion",47.80691,37.42844
2024-01-30,Infantry fighting vehicles,Destroyed,MT-LB(V),"Solodke, Volnovakha raion",47.7935,37.489444
2024-01-30,Infantry fighting vehicles,Destroyed,MT-LB(V),"Solodke, Volnovakha raion",47.80516,37.43467
2024-01-30,Engineering,Damaged,BREM-1(M) armoured recovery vehicle,"Solodke, Volnovakha raion",47.805974,37.447108
2024-01-30,Self-propelled artillery,Destroyed,240mm 2S4 'Tyulpan',"Novodruzhesk, Siverskodonetsk raion",48.958054,38.323989
2024-01-31,Tanks,Destroyed,T-80BV Obr. 2022,"Avdiivka, Pokrovsk raion",48.110778,37.774056
2024-01-31,Transport,Destroyed,KamAZ 6x6,,,
2024-01-31,Infantry mobility vehicles,Destroyed,KamAZ-63968 'Typhoon-K',"Yasnohorivka (Krasnohorivka), Pokrovsk raion",48.21046,37.7462
2024-01-31,Vessels,Destroyed,Project 12411(-M) 'Molniya' class missile corvette,Black Sea,45.30708,32.83402
2024-01-31,Infantry mobility vehicles,Destroyed,ASN-233115 'Tigr-M SpN',"Volnovakha raion, Donetsk oblast",,
2024-01-31,Infantry fighting vehicles,Destroyed,BMP-3,Zaporizhzhia oblast,,
2024-01-31,Infantry fighting vehicles,Destroyed,BMP-2(K),"Avdiivske (Pervomaiske), Pokrovsk raion",48.092828,37.606154
2024-01-31,Tanks,Destroyed,T-80U,Luhansk oblast,,
2024-01-31,Infantry fighting vehicles,Destroyed,Unknown IFV,"Novomykhailivka, Pokrovsk raion",47.878824,37.525543
2024-01-31,Infantry fighting vehicles,Destroyed,Unknown IFV,"Novomykhailivka, Pokrovsk raion",47.878833,37.525329
2024-02-01,Tanks,Destroyed,T-72B3,"Marinka, Pokrovsk raion",47.95684,37.48387
2024-02-01,Tanks,Destroyed,T-72B,"Heorhiivka, Pokrovsk raion",47.96642,37.47001
2024-02-01,Tanks,Destroyed,T-80BV,"Heorhiivka, Pokrovsk raion",47.96589,37.46962
2024-02-01,Infantry fighting vehicles,Destroyed,BMP-2(K),"Heorhiivka, Pokrovsk raion",47.96635,37.47011
2024-02-01,Infantry fighting vehicles,Destroyed,BMP-1(P),"Heorhiivka, Pokrovsk raion",47.9658,37.46955
2024-02-01,Infantry fighting vehicles,Destroyed,BTR-MDM 'Rakushka',"Krynky, Kherson raion",,
2024-02-01,Rocket and missile artillery,Destroyed,122mm 2B17 BM-21-1 (for 9K51 'Grad'),"Hola Prystan, Skadovsk raion",46.487484,32.519115
2024-02-01,Self-propelled artillery,Destroyed,Unknown SPG,Zaporizhzhia oblast,,
2024-02-01,Infantry fighting vehicles,Damaged,BMP-1(P),"Avdiivka, Pokrovsk raion",48.1723243365,37.73567924
2024-02-01,Tanks,Destroyed,T-72*,"Marinka, Pokrovsk raion",47.956923,37.483964
2024-02-01,Tanks,Abandoned,T-72B,"Solodke, Volnovakha raion",47.801208,37.45569
2024-02-02,Tanks,Destroyed,T-90A Obr. 2006,"Stepove, Pokrovsk raion",48.2047446,37.6768686
2024-02-02,Tanks,Damaged,Unknown T-72 Obr. 2022,"Stepove, Pokrovsk raion",48.203399,37.685708
2024-02-02,Infantry mobility vehicles,Damaged,Remdiesel Z-STS 'Akhmat',"Avdiivka, Pokrovsk raion",,
2024-02-02,Infantry fighting vehicles,Destroyed,BMP-2(K),"Bakhmut, Bakhmut raion",48.608917,37.977444
2024-02-02,Tanks,Destroyed,T-72B3 Obr. 2022,"Krokhmalne, Kupiansk raion",49.57599,37.91925
2024-02-02,Infantry fighting vehicles,Destroyed,BTR-82AT,"Vesele (Ocheretyne hromada), Pokrovsk raion",48.212083,37.761111
2024-02-02,Infantry fighting vehicles,Destroyed,MT-LB(V),"Verkhnotoretske, Pokrovsk raion",48.222083,37.868444
2024-02-02,Infantry fighting vehicles,Destroyed,MT-LB(V),"Verkhnotoretske, Pokrovsk raion",48.214023,37.872049
2024-02-02,Infantry fighting vehicles,Damaged,MT-LB(V),"Solodke, Volnovakha raion",47.80286,37.46866
2024-02-02,Rocket and missile artillery,Destroyed,122mm 2B17 BM-21-1 (for 9K51 'Grad'),"Chelburda, Kherson raion",46.615792,32.962844
2024-02-02,Tanks,Destroyed,Unknown tank,"Novi Laheri, Kakhovka raion",46.732972,33.204917
2024-02-03,Tanks,Destroyed,T-80BV,"Kamianka (Ocheretyne hromada), Pokrovsk raion",48.17032,37.76835
2024-02-03,Tanks,Damaged,T-62M,"Novomykhailivka, Pokrovsk raion",47.828028,37.467889
2024-02-03,Tanks,Damaged,T-62M,"Novomykhailivka, Pokrovsk raion",47.827972,37.467861
2024-02-03,Infantry fighting vehicles,Destroyed,BMP-2(K),"Avdiivka, Pokrovsk raion",48.106028,37.779361
2024-02-03,Tanks,Damaged,T-90M 'Proryv',"Avdiivka, Pokrovsk raion",48.106084,37.779969
2024-02-03,Infantry fighting vehicles,Destroyed,BMP-2(K),"Ivanivske, Bakhmut raion",48.573235,37.945664
2024-02-03,Tanks,Destroyed,T-80BVM Obr. 2022,"Krokhmalne, Kupiansk raion",49.55819,37.94538
2024-02-04,Infantry fighting vehicles,Destroyed,MT-LB(V),"Avdiivka, Pokrovsk raion",48.109472,37.774537
2024-02-04,Transport,Damaged,Ural-4320,East Ukraine,,
2024-02-04,Tanks,Destroyed,T-55A,Zaporizhzhia oblast,,
2024-02-04,Tanks,Destroyed,T-80BV,"Novobakhmutivka (Novobakhmutivka rada), Pokrovsk raion",48.227389,37.771028
2024-02-04,Tanks,Destroyed,Unknown tank,"Robotyne, Polohy raion",47.43123,35.81078
2024-02-04,Tanks,Destroyed,Unknown tank,"Vesele (Ocheretyne hromada), Pokrovsk raion",,
2024-02-04,Drones,Destroyed,'Orlan-10' reconnaissance UAV,"Volnovakha raion, Donetsk oblast",,
2024-02-04,Drones,Destroyed,'Orlan-30' reconnaissance UAV,Zaporizhzhia oblast,,
2024-02-04,Drones,Destroyed,'Orlan-30' reconnaissance UAV,,,
2024-02-04,Infantry fighting vehicles,Destroyed,BMP-2(K),"Yampolivka, Kramatorsk raion",49.06233,37.99461
2024-02-04,Infantry fighting vehicles,Damaged,BMP-2(K),"Yampolivka, Kramatorsk raion",,
2024-02-04,Infantry fighting vehicles,Destroyed,BTR-82AT,"Krynky, Kherson raion",46.726472,33.068028
2024-02-05,Tanks,Destroyed,T-62MV Obr. 2022,"Pishchane, Kakhovka raion",46.71355,33.15696
2024-02-05,Self-propelled artillery,Destroyed,240mm 2S4 'Tyulpan',"Solodke, Volnovakha raion",47.782323,37.499876
2024-02-05,Self-propelled artillery,Destroyed,122mm 2S1 'Gvozdika',"Novoselivka Druha, Pokrovsk raion",48.21369,37.79711
2024-02-05,Transport,Destroyed,Ural-4320,"Kozachi Laheri, Kherson raion",46.68784,33.02807
2024-02-05,Transport,Destroyed,Ural-4320,"Novi Laheri, Kakhovka raion",46.73084,33.17654
2024-02-05,Infantry fighting vehicles,Destroyed,BMP-1 675-sb3KDZ,"Avdiivske (Pervomaiske), Pokrovsk raion",48.060194,37.614083
2024-02-05,Transport,Destroyed,KamAZ 6x6,"Novi Laheri, Kakhovka raion",46.740129,33.188487
2024-02-05,Transport,Destroyed,Ural-4320,"Maslivka, Kakhovka raion",46.695466,33.249977
2024-02-05,Transport,Destroyed,Ural-4320,"Nova Maiachka, Kherson raion",46.652952,33.19212
2024-02-05,Transport,Destroyed,Ural-4320,"Obryvka, Kakhovka raion",46.662966,33.182317
2024-02-05,Self-propelled artillery,Destroyed,120mm 2S9 'Nona-S',"Bakhmut raion, Donetsk oblast",,
2024-02-05,Infantry fighting vehicles,Destroyed,BTR-82AT,"Pokrovsk raion, Donetsk oblast",,
2024-02-06,Infantry fighting vehicles,Destroyed,MT-LB(V),"Novomykhailivka, Pokrovsk raion",47.8557251,37.5176876
2024-02-06,Tanks,Damaged,T-80BV,"Novomykhailivka, Pokrovsk raion",47.8555945,37.5176529
2024-02-06,Transport,Destroyed,Ural-4320,"Yasnohorivka (Krasnohorivka), Pokrovsk raion",48.209222,37.718278
2024-02-06,Infantry fighting vehicles,Destroyed,BMP-1(P),"Novomykhailivka, Pokrovsk raion",47.85518541940539,37.516172631446665
2024-02-06,"Ambulances, medical vehicles",Destroyed,AS-4350 medical vehicle,"Kupiansk raion, Kharkiv oblast",,
2024-02-06,Towed artillery,Damaged,122mm 2A18 D-30 howitzer,"Novoselivka Druha, Pokrovsk raion",48.20731,37.8078
2024-02-06,Transport,Destroyed,KamAZ 6x6,"Mykolaivka, Siverskodonetsk raion",48.79323,38.28857
2024-02-06,Anti-aircraft systems,Damaged,50P6E TEL (for 50R6A S-350 'Vityaz'),Luhansk oblast,,
